Population,Number,mean_length,sd_length,median_Length,iqr_Length,max_Length,mean_N_Individuals,sd_N_Individuals,median_N_Individuals,iqr_N_Individuals,max_N_Individuals,mean_P_Individuals,sd_P_Individuals,median_P_Individuals,iqr_P_Individuals,max_P_Individuals
AFS,5,1.43,0.152807067899361,1.47,0.17,1.63,5,1.87082869338697,4,3,7,20.8333333333334,7.79511955577905,16.6666666666667,12.5,29.1666666666667
