FID	IID	Froh
0	HG00653	0.0020962982832618
0	HG00654	0.00295512160228898
0	HG00656	0.000834635193133047
0	HG00657	0.00112865879828326
0	HG00662	0.00277425965665236
0	HG00663	0.000211653075822604
0	HG00671	0.00169166666666667
0	HG00672	0.00164699928469242
0	HG00683	0.00123339055793991
0	HG00684	0.00230853004291845
0	HG00689	0.00137195278969957
0	HG00690	0.00215103361945637
0	HG00692	0.00190393776824034
0	HG00693	0.0019378469241774
0	HG00698	0.00221057939914163
0	HG00699	0.00155458154506438
0	HG00701	0.00300417381974249
0	HG00702	0.00217789341917024
0	HG00704	0.00336182403433476
0	HG00705	0.0017989234620887
0	HG00707	0.00314593347639485
0	HG00708	0.00240507153075823
0	HG00731	0.00356292560801145
0	HG00732	0.00525940629470672
0	HG00734	0.00298245708154506
0	HG00736	0.00327802932761087
0	HG00737	0.00102036480686695
0	HG00740	0.00127930972818312
0	HG01047	0.000429048640915594
0	HG01048	0.00309822603719599
0	HG01051	0.00123613376251788
0	HG01052	0.00210940987124464
0	HG01055	0.0020297460658083
0	HG01060	0.00215795779685265
0	HG01061	0.00290789341917024
0	HG01066	0.00272725321888412
0	HG01067	0.00614087982832618
0	HG01069	0.00260725679542203
0	HG01070	0.00409928469241774
0	HG01072	0.00426534334763949
0	HG01073	0.00526212446351931
0	HG01075	0.0014198748211731
0	HG01079	0.0033750321888412
0	HG01080	0.000925858369098712
0	HG01082	0.0034415808297568
0	HG01083	0.00135502145922747
0	HG01085	0.000860947782546495
0	HG01095	0.000894628040057225
0	HG01097	0.00154331187410587
0	HG01098	0.000442893419170243
0	HG01101	0.00591899141630901
0	HG01102	0.00120707081545064
0	HG01104	0.00137959585121602
0	HG01105	0.00370371959942775
0	HG01107	0.00243354077253219
0	HG01108	0.000727392703862661
0	HG01112	0.00832750357653791
0	HG01113	0.00215299713876967
0	HG01124	0.00093568669527897
0	HG01125	0.0014363912732475
0	HG01133	0.00223378397711016
0	HG01134	0.00179555078683834
0	HG01136	0.00125481759656652
0	HG01137	0.00417346208869814
0	HG01140	0.00470407725321888
0	HG01148	0.0213862660944206
0	HG01149	0.00163408440629471
0	HG01167	0.00287329399141631
0	HG01168	0.00156387696709585
0	HG01170	0.00225733905579399
0	HG01171	0.0015896208869814
0	HG01173	0.00179446709585122
0	HG01174	0.00363501430615165
0	HG01176	0.00172862303290415
0	HG01183	0.00394166666666667
0	HG01187	0.00219793276108727
0	HG01188	0.00198576180257511
0	HG01190	0.00361777539341917
0	HG01191	0.00303255007153076
0	HG01197	0.00120657010014306
0	HG01198	0.015004756795422
0	HG01204	0.0018733226037196
0	HG01250	0.00570808297567954
0	HG01251	0.00342372675250358
0	HG01257	0.00135334406294707
0	HG01259	0.00337808297567954
0	HG01271	0
0	HG01272	0.000677936337625179
0	HG01274	0.00184994277539342
0	HG01275	0.0113077968526466
0	HG01277	0.00222641630901288
0	HG01278	0.00122850858369099
0	HG01334	0.00168573319027182
0	HG01342	0.0019524356223176
0	HG01344	0.00429706723891273
0	HG01345	0.000896133762517883
0	HG01350	0.0116019670958512
0	HG01351	0.00578283261802575
0	HG01353	0.000723082975679542
0	HG01354	0.000893522889842632
0	HG01356	0.00135041845493562
0	HG01357	0.00336229256080114
0	HG01359	0.00327114449213162
0	HG01360	0.0043206008583691
0	HG01365	0.000541394849785408
0	HG01366	0.0021775
0	HG01374	0.00480804721030043
0	HG01375	0.00193859442060086
0	HG01377	0.00280822603719599
0	HG01378	0.00799363376251788
0	HG01383	0.011476895565093
0	HG01384	0.00435965665236052
0	HG01389	0.0254472460658083
0	HG01390	0.00254963876967096
0	HG01437	0.00736942060085837
0	HG01440	0.00274972818311874
0	HG01441	0.00283471745350501
0	HG01455	0.0021055686695279
0	HG01456	0.00207630543633763
0	HG01461	0.00168275035765379
0	HG01462	0.000883458512160229
0	HG01465	0.00717696709585122
0	HG01488	0.00390339771101574
0	HG01489	0.00205016452074392
0	HG01491	0.0224463876967096
0	HG01492	0.00292531831187411
0	HG01494	0.00245114449213162
0	HG01495	0.00132717811158798
0	HG01497	0.00339514306151645
0	HG01498	0.00628816165951359
0	HG01515	0.00266306509298999
0	HG01516	0.00332070100143062
0	HG01518	0.00317017525035765
0	HG01519	0.00285356223175966
0	HG01521	0.00238291487839771
0	HG01522	0.00508007868383405
0	HG01550	0.00240552932761087
0	HG01551	0.00113380543633763
0	HG01617	0.00069777539341917
0	HG01618	0.000211505007153076
0	HG01619	0.00041464234620887
0	HG01620	0.000468147353361946
0	HG01623	0.000762285407725322
0	HG01624	0.000234690987124464
0	HG01625	0
0	HG01626	0
0	NA06984	0.00242550786838341
0	NA06986	0.000457786123032904
0	NA06989	0.00158523962804006
0	NA06994	0.000993959227467811
0	NA07000	0.00039387339055794
0	NA07037	0.00177279685264664
0	NA07048	0.00217879113018598
0	NA07051	0.00113907725321888
0	NA07056	0.00187292918454936
0	NA07347	0.00243767167381974
0	NA07357	0.00104194921316166
0	NA10847	0.00153025751072961
0	NA10851	0.00187503934191702
0	NA11829	0.00051197782546495
0	NA11830	0.000952221030042918
0	NA11831	0.00105192060085837
0	NA11843	0.00156508941344778
0	NA11892	0.0018158226037196
0	NA11893	0.00214592632331903
0	NA11894	0.003408669527897
0	NA11919	0.00132806509298999
0	NA11920	0.00061434191702432
0	NA11930	0.00228090128755365
0	NA11931	0.00219077968526466
0	NA11932	0.000700736766809728
0	NA11933	0.00110990701001431
0	NA11992	0.00106116237482117
0	NA11993	0.000975311158798283
0	NA11994	0.000469345493562232
0	NA11995	0.0017236087267525
0	NA12003	0.00112261087267525
0	NA12004	0.0011847138769671
0	NA12006	0.000977836194563662
0	NA12043	0.00189610515021459
0	NA12044	0.0013375643776824
0	NA12045	0.00194139484978541
0	NA12046	0.00143356580829757
0	NA12058	0.000391777539341917
0	NA12144	0.000749427753934192
0	NA12154	0.000719767525035765
0	NA12155	0.000223985336194564
0	NA12249	0.00391051502145923
0	NA12272	0.00149628397711016
0	NA12273	0.000906798998569385
0	NA12275	0.00107400214592275
0	NA12282	0.00074282904148784
0	NA12283	0.000271719241773963
0	NA12286	0.000875561516452074
0	NA12287	0.00126347281831187
0	NA12340	0.00265295779685265
0	NA12341	0.000974481402002861
0	NA12342	0.00822936337625179
0	NA12347	0.0012141773962804
0	NA12348	0.00180609442060086
0	NA12383	0.000414731759656652
0	NA12399	0.00182409155937053
0	NA12400	0.000960035765379113
0	NA12413	0.00258700643776824
0	NA12489	0.00216542203147353
0	NA12546	0.000861269670958512
0	NA12716	0.00226777896995708
0	NA12717	0.00110765379113019
0	NA12718	0.0016944921316166
0	NA12748	0.000747825464949929
0	NA12749	0.00226324749642346
0	NA12750	0.0028232904148784
0	NA12751	0.00306390200286123
0	NA12761	0.000658859084406295
0	NA12763	0.000736841917024321
0	NA12775	0.00092593347639485
0	NA12777	0.00160638769670959
0	NA12778	0.00282676323319027
0	NA12812	0.000239515379113019
0	NA12814	0.00118201359084406
0	NA12815	0.0012698104434907
0	NA12827	0.000730422031473534
0	NA12829	0.00194254649499285
0	NA12830	0.000588816165951359
0	NA12842	0.0010130364806867
0	NA12843	0.00241858369098712
0	NA12872	0.000910489985693848
0	NA12873	0.00302808297567954
0	NA12874	0.00920207439198856
0	NA12889	0.00195084406294707
0	NA12890	0.00255599427753934
0	NA18486	0.000289036123032904
0	NA18487	0.000435729613733906
0	NA18489	0.00133179899856938
0	NA18498	0.000285457081545064
0	NA18499	0.000246378397711016
0	NA18501	0.000704738912732475
0	NA18502	0.000385039341917024
0	NA18504	0.00096670243204578
0	NA18505	0.000180736409155937
0	NA18507	0.000213499642346209
0	NA18508	0.00107247854077253
0	NA18510	0.00111052575107296
0	NA18511	0.000522432045779685
0	NA18516	0
0	NA18517	0.000244207439198855
0	NA18519	0.000277567238912732
0	NA18520	0.000385046494992847
0	NA18522	0.000425060801144492
0	NA18523	0.000394531473533619
0	NA18525	0.000796130185979971
0	NA18526	0.00202012160228898
0	NA18527	0.000194293991416309
0	NA18528	0.000226141630901288
0	NA18530	0.00130803290414878
0	NA18532	0.00087387339055794
0	NA18534	0.00193665951359084
0	NA18535	0.00154351573676681
0	NA18536	0.00284848354792561
0	NA18537	0.000826462804005722
0	NA18538	0.00246959942775393
0	NA18539	0.00218937052932761
0	NA18541	0.00224575107296137
0	NA18542	0.00198947067238913
0	NA18543	0.00120875894134478
0	NA18544	0.00303410586552217
0	NA18545	0.00372875536480687
0	NA18546	0.000889080829756795
0	NA18547	0.00180468168812589
0	NA18548	0.00129072961373391
0	NA18549	0.000930207439198856
0	NA18550	0.00295429899856938
0	NA18552	0.0021450321888412
0	NA18553	0.000780661659513591
0	NA18555	0.00164176680972818
0	NA18557	0.00383694563662375
0	NA18558	0.00267830114449213
0	NA18559	0.000435125178826896
0	NA18560	0.00166447424892704
0	NA18561	0.0028529113018598
0	NA18562	0.00382542918454936
0	NA18563	0.00105330472103004
0	NA18564	0.000960418454935622
0	NA18565	0.00290866237482117
0	NA18566	0.00132443490701001
0	NA18567	0.00223438125894134
0	NA18570	0.0014291452074392
0	NA18571	0.00143185979971388
0	NA18572	0.000790232474964234
0	NA18573	0.00177986051502146
0	NA18574	0.00215726394849785
0	NA18576	0.00129187410586552
0	NA18577	0.00247722460658083
0	NA18579	0.00111249284692418
0	NA18582	0.00159266094420601
0	NA18592	0.00153782546494993
0	NA18593	0.00196083690987124
0	NA18595	0.00277422389127325
0	NA18596	0.00226541845493562
0	NA18597	0.00163426680972818
0	NA18599	0.00230429899856938
0	NA18602	0.00242589413447783
0	NA18603	0.00261866595135908
0	NA18605	0.00216620886981402
0	NA18606	0.015566773962804
0	NA18608	0.000684452789699571
0	NA18609	0.00138836194563662
0	NA18610	0.00214313662374821
0	NA18611	0.00315747854077253
0	NA18612	0.00222343347639485
0	NA18613	0.0012172460658083
0	NA18614	0.00399459942775393
0	NA18615	0.00110839771101574
0	NA18616	0.00171821173104435
0	NA18617	0.00135441702432046
0	NA18618	0.00089214234620887
0	NA18619	0.0013406330472103
0	NA18620	0.0034784477825465
0	NA18621	0.0035538912732475
0	NA18622	0.000877077968526466
0	NA18623	0.00171919885550787
0	NA18624	0.00176957439198856
0	NA18626	0.00135328683834049
0	NA18627	0.00239739628040057
0	NA18628	0.00150256080114449
0	NA18630	0.00124847639484979
0	NA18631	0.00137197067238913
0	NA18632	0.00315146638054363
0	NA18633	0.00270827253218884
0	NA18634	0.00132592632331903
0	NA18635	0.00104992489270386
0	NA18636	0.00183404148783977
0	NA18637	0.00097626251788269
0	NA18638	0.00121184907010014
0	NA18639	0.000215094778254649
0	NA18640	0.000196836552217454
0	NA18641	0.00132645922746781
0	NA18642	0.000453884120171674
0	NA18643	0.00176050071530758
0	NA18645	0.00046118025751073
0	NA18647	0.000526441344778255
0	NA18740	0.000471913447782546
0	NA18745	0.000427628755364807
0	NA18747	0.000677117310443491
0	NA18748	0.000791198140200286
0	NA18749	0.00114150929899857
0	NA18757	0.000229293991416309
0	NA18853	0.000678658798283262
0	NA18856	0.000248924535050072
0	NA18858	0.000203061158798283
0	NA18861	0.000578980686695279
0	NA18867	0
0	NA18868	0.000498530042918455
0	NA18870	0.000439796137339056
0	NA18871	0.000274766452074392
0	NA18873	0.000256964949928469
0	NA18874	0.000874910586552218
0	NA18907	0.00142741416309013
0	NA18908	0
0	NA18909	0.000654517167381974
0	NA18910	0.00105852646638054
0	NA18912	0.000620958512160229
0	NA18916	0
0	NA18917	0.000599645922746781
0	NA18923	0.000777950643776824
0	NA18924	0.000427964949928469
0	NA18933	0.00181020386266094
0	NA18934	0.000694198855507868
0	NA18939	0.00141980329041488
0	NA18940	0.00125102288984263
0	NA18941	0.00258072603719599
0	NA18942	0.00245370529327611
0	NA18943	0.00116531115879828
0	NA18944	0.00157060443490701
0	NA18945	0.00199623032904149
0	NA18946	0.000737818311874106
0	NA18947	0.00176853719599428
0	NA18948	0.00087475321888412
0	NA18949	0.001528669527897
0	NA18950	0.000939502861230329
0	NA18951	0.00126461373390558
0	NA18952	0.00151173819742489
0	NA18953	0.00107992846924177
0	NA18954	0.00063807582260372
0	NA18956	0.00126240701001431
0	NA18957	0.000764660228898426
0	NA18959	0.00201853004291845
0	NA18960	0.00107154864091559
0	NA18961	0.00192119814020029
0	NA18962	0.00126089413447783
0	NA18963	0.00104701716738197
0	NA18964	0.00196380543633763
0	NA18965	0.00177640557939914
0	NA18966	0.000487310443490701
0	NA18968	0.00307526108726753
0	NA18971	0.00149824391988555
0	NA18973	0.00111157010014306
0	NA18974	0.00214435979971388
0	NA18975	0.000729352646638054
0	NA18976	0.00238533619456366
0	NA18977	0.0018244921316166
0	NA18978	0.00140653791130186
0	NA18980	0.000944542203147353
0	NA18981	0.00249814020028612
0	NA18982	0.00103939198855508
0	NA18983	0.00125460300429185
0	NA18984	0.0111693848354793
0	NA18985	0.00181931688125894
0	NA18986	0.00146573676680973
0	NA18987	0.012533226037196
0	NA18988	0.0010727861230329
0	NA18989	0.000589223891273248
0	NA18990	0.00150451359084406
0	NA18992	0.00723336909871245
0	NA18994	0.000672964949928469
0	NA18995	0.000642478540772532
0	NA18998	0.00066335121602289
0	NA18999	0.00183757868383405
0	NA19000	0.000251978898426323
0	NA19002	0.00175785765379113
0	NA19003	0.00195690987124464
0	NA19004	0.00121583690987124
0	NA19005	0.000843748211731044
0	NA19007	0.00188548283261803
0	NA19009	0.00134776108726753
0	NA19010	0.00276505364806867
0	NA19012	0.0134770386266094
0	NA19020	0.000387460658082976
0	NA19028	0
0	NA19035	0.000585175250357654
0	NA19036	0.000243011802575107
0	NA19038	0.000205781473533619
0	NA19041	0.000310410586552217
0	NA19044	0.00165204577968526
0	NA19046	0
0	NA19054	0.000841888412017167
0	NA19055	0.00179473533619456
0	NA19056	0.00118927396280401
0	NA19057	0.00135254291845494
0	NA19058	0.00174571173104435
0	NA19059	0.00178016094420601
0	NA19060	0.00223921316165951
0	NA19062	0.0014057904148784
0	NA19063	0.00166136981402003
0	NA19064	0.00193910944206009
0	NA19065	0.00216244635193133
0	NA19066	0.00176600143061516
0	NA19067	0.00140555078683834
0	NA19068	0.000767825464949928
0	NA19070	0.00176624463519313
0	NA19072	0.00303957796852647
0	NA19074	0.00173665951359084
0	NA19075	0.0020709477825465
0	NA19076	0.00322801144492132
0	NA19077	0.00116856223175966
0	NA19078	0.00157139842632332
0	NA19079	0.00225603004291845
0	NA19080	0.00341863376251788
0	NA19081	0.00369184549356223
0	NA19082	0.00137112303290415
0	NA19083	0.00208186337625179
0	NA19084	0.00436194563662375
0	NA19085	0.00222733547925608
0	NA19087	0.00217324749642346
0	NA19088	0.000987228183118741
0	NA19093	0.000189974964234621
0	NA19095	0
0	NA19096	0.00135885193133047
0	NA19098	0.000858018597997139
0	NA19099	0.000269552932761087
0	NA19102	0.000517063662374821
0	NA19107	0.00107260729613734
0	NA19108	0.0002956613018598
0	NA19113	0.0021031330472103
0	NA19114	0.000389896280400572
0	NA19116	0.00067837982832618
0	NA19117	0
0	NA19118	0.00024672782546495
0	NA19119	0.000455711731044349
0	NA19121	0.000273333333333333
0	NA19129	0.000692964949928469
0	NA19130	0.00169126967095851
0	NA19131	0.000182872675250358
0	NA19137	0.00119994277539342
0	NA19138	0.000780286123032904
0	NA19146	0
0	NA19147	0.0019267095851216
0	NA19149	0.000557042203147353
0	NA19150	0.000402975679542203
0	NA19152	0.000722628755364807
0	NA19160	0.000604352646638054
0	NA19171	0.000780311158798283
0	NA19172	0.00079527539341917
0	NA19175	0
0	NA19185	0.000606212446351931
0	NA19189	0.00802331902718169
0	NA19190	0.000430075107296137
0	NA19197	0.000910311158798283
0	NA19198	0.000472614449213162
0	NA19200	0.00121121244635193
0	NA19204	0.00153208154506438
0	NA19207	0.00208324034334764
0	NA19209	0.000433798283261803
0	NA19213	0.000479653075822604
0	NA19222	0.000464653075822604
0	NA19223	0.000825214592274678
0	NA19225	0.00110597281831187
0	NA19235	0.000640722460658083
0	NA19236	0.000333700643776824
0	NA19247	0.0020078791130186
0	NA19248	0.000284815808297568
0	NA19256	0.000534077253218884
0	NA19257	0.000505643776824034
0	NA19307	0.000199986051502146
0	NA19308	0
0	NA19309	0.000375039341917024
0	NA19310	0.000365590128755365
0	NA19311	0.000666094420600858
0	NA19312	0.0011862982832618
0	NA19313	0.00284830829756795
0	NA19315	0.00167626967095851
0	NA19316	0.00213813662374821
0	NA19317	0.0027357904148784
0	NA19318	0.000852711015736767
0	NA19319	0.00268334406294707
0	NA19321	0.000778930615164521
0	NA19324	0.00159252503576538
0	NA19327	0.000615175250357654
0	NA19328	0.00387288984263233
0	NA19331	0.000256822603719599
0	NA19332	0.00111591201716738
0	NA19334	0.000252798283261803
0	NA19338	0.0012653791130186
0	NA19346	0.00154652718168813
0	NA19347	0.00189886266094421
0	NA19350	0.000189210658082976
0	NA19351	0.00101085121602289
0	NA19352	0
0	NA19355	0.00154713519313305
0	NA19359	0.00231983905579399
0	NA19360	0.00119776824034335
0	NA19371	0.00191584406294707
0	NA19372	0.00156769670958512
0	NA19373	0.00186414163090129
0	NA19374	0.00136281831187411
0	NA19375	0.00255495350500715
0	NA19376	0.00124670600858369
0	NA19377	0.00233581902718169
0	NA19379	0.00156653791130186
0	NA19380	0.00120078683834049
0	NA19381	0.000374678111587983
0	NA19382	0.001041330472103
0	NA19383	0.00101046137339056
0	NA19384	0.000894703147353362
0	NA19385	0.00149414878397711
0	NA19390	0.000768358369098712
0	NA19391	0.00140283619456366
0	NA19393	0.000775271816881259
0	NA19394	0.000780697424892704
0	NA19395	0.000818705293276109
0	NA19396	0.00138435979971388
0	NA19397	0.000725150214592275
0	NA19398	0.00191100143061516
0	NA19399	0.00244247854077253
0	NA19401	0.0018174678111588
0	NA19403	0.00141304721030043
0	NA19404	0.00166621959942775
0	NA19428	0.00147415951359084
0	NA19429	0.00139908798283262
0	NA19430	0.000431001430615164
0	NA19431	0.000902753934191702
0	NA19434	0.00077335121602289
0	NA19435	0.00156237839771102
0	NA19436	0.00127561516452074
0	NA19437	0.000809610157367668
0	NA19438	0.00124668097281831
0	NA19439	0.00121449928469242
0	NA19440	0.00235682045779685
0	NA19443	0.00100991773962804
0	NA19444	0.00102144849785408
0	NA19445	0.0014872460658083
0	NA19446	0.00231990701001431
0	NA19448	0.000756348354792561
0	NA19449	0.000459105865522175
0	NA19451	0.00261733547925608
0	NA19452	0.000799531473533619
0	NA19453	0.00100737839771102
0	NA19455	0.000707110157367668
0	NA19456	0.000267271459227468
0	NA19457	0.000878412017167382
0	NA19461	0.000391713161659514
0	NA19462	0.00160350858369099
0	NA19463	0.00254207439198855
0	NA19466	0.00149709585121602
0	NA19467	0.00110906652360515
0	NA19468	0.000964524320457797
0	NA19469	0.000830450643776824
0	NA19470	0.000843247496423462
0	NA19471	0.000213635193133047
0	NA19472	0.001694556509299
0	NA19473	0.0012506008583691
0	NA19474	0.000789949928469242
0	NA19625	0.000191801859799714
0	NA19648	0.013982582260372
0	NA19651	0.00133884120171674
0	NA19652	0.00337171673819742
0	NA19654	0.00196665951359084
0	NA19655	0.00131699928469242
0	NA19657	0.00201562589413448
0	NA19660	0.000671952789699571
0	NA19661	0.00169967811158798
0	NA19663	0.00489545779685265
0	NA19664	0.00244239270386266
0	NA19672	0.000209664163090129
0	NA19675	0.00147870529327611
0	NA19676	0.00105129470672389
