FID	IID	Froh
0	HG00096	0.00136319027181688
0	HG00097	0.000826852646638054
0	HG00099	0.000468826895565093
0	HG00100	0.00307877324749642
0	HG00101	0.000706427038626609
0	HG00102	0.00171400214592275
0	HG00103	0.00374481402002861
0	HG00104	0.00497081545064378
0	HG00106	0.00256837625178827
0	HG00108	0.00250994635193133
0	HG00109	0.00113023605150215
0	HG00110	0.0143538626609442
0	HG00111	0.00479824749642346
0	HG00112	0.0051777539341917
0	HG00113	0.000891967095851216
0	HG00114	0.00577292560801145
0	HG00116	0.00156447782546495
0	HG00117	0.0103870886981402
0	HG00118	0.00205447424892704
0	HG00119	0.00176946709585122
0	HG00120	0.00142849785407725
0	HG00121	0.0025523104434907
0	HG00122	0.000195
0	HG00123	0.00230887696709585
0	HG00124	0.00451999284692418
0	HG00125	0.00257600143061516
0	HG00126	0.00111878755364807
0	HG00127	0.00511258941344778
0	HG00128	0.000799853361945637
0	HG00129	0.000512900572246066
0	HG00130	0.000723197424892704
0	HG00131	0.00234641630901288
0	HG00133	0.00124837982832618
0	HG00134	0.000272222103004292
0	HG00135	0.00175442060085837
0	HG00136	0.00170341201716738
0	HG00137	0.00195209585121602
0	HG00138	0.00189471030042918
0	HG00139	0.00145894492131617
0	HG00140	0.00133130185979971
0	HG00141	0.00183023247496423
0	HG00142	0.00237435622317597
0	HG00143	0.00154132689556509
0	HG00146	0.00182240701001431
0	HG00148	0.000971369814020029
0	HG00149	0.000932557224606581
0	HG00150	0.00128253934191702
0	HG00151	0.000862231759656652
0	HG00152	0.00148562231759657
0	HG00154	0.00257863733905579
0	HG00155	0.00263050429184549
0	HG00156	0.000915833333333333
0	HG00158	0.00183671316165951
0	HG00159	0.00204209942775393
0	HG00160	0.0012847460658083
0	HG00171	0.00521766809728183
0	HG00173	0.00233290057224607
0	HG00174	0.00347013590844063
0	HG00176	0.00512896995708154
0	HG00177	0.00257909513590844
0	HG00178	0.00277320457796853
0	HG00179	0.00236978540772532
0	HG00180	0.00201555793991416
0	HG00182	0.000982217453505007
0	HG00183	0.00537696709585122
0	HG00185	0.00476137339055794
0	HG00186	0.00502160228898426
0	HG00187	0.00477535765379113
0	HG00188	0.00423479971387697
0	HG00189	0.00368787553648069
0	HG00190	0.00141603719599428
0	HG00231	0.000713848354792561
0	HG00232	0.00256327610872675
0	HG00233	0.00134770028612303
0	HG00234	0.000237699570815451
0	HG00235	0.000452260371959943
0	HG00236	0.0122181688125894
0	HG00237	0.00328418097281831
0	HG00238	0.00187728540772532
0	HG00239	0.00289516452074392
0	HG00240	0.000836165951359084
0	HG00242	0.00111126967095851
0	HG00243	0.00241304721030043
0	HG00244	0.00211695994277539
0	HG00245	0.00260940629470672
0	HG00246	0.00199538984263233
0	HG00247	0.00246006795422031
0	HG00249	0.00198695278969957
0	HG00250	0.00211888769670959
0	HG00251	0.0021335443490701
0	HG00252	0.00260512875536481
0	HG00253	0.00308763233190272
0	HG00254	0.00208948140200286
0	HG00255	0.00108076895565093
0	HG00256	0.00181359084406295
0	HG00257	0.00170228183118741
0	HG00258	0.00134244992846924
0	HG00259	0.0013039556509299
0	HG00260	0.00204696709585122
0	HG00261	0.00190015021459227
0	HG00262	0.00138701001430615
0	HG00263	0.0024080364806867
0	HG00264	0.00143983547925608
0	HG00265	0.00239653791130186
0	HG00266	0.00264265021459227
0	HG00267	0.00181826537911302
0	HG00268	0.00293788268955651
0	HG00269	0.00400819027181688
0	HG00270	0.000960375536480687
0	HG00271	0.00699291845493562
0	HG00272	0.00414070100143061
0	HG00273	0.00216921316165951
0	HG00274	0.00283497854077253
0	HG00275	0.00254485336194564
0	HG00276	0.00292455293276109
0	HG00277	0.00330219599427754
0	HG00278	0.00163206008583691
0	HG00280	0.00330071530758226
0	HG00281	0.00222035765379113
0	HG00282	0.00207798283261803
0	HG00284	0.00263444563662375
0	HG00285	0.00424849785407725
0	HG00306	0.00245526466380544
0	HG00309	0.00249750357653791
0	HG00310	0.0041571530758226
0	HG00311	0.00254173104434907
0	HG00312	0.00473830472103004
0	HG00313	0.00369545779685265
0	HG00315	0.00115206723891273
0	HG00318	0.00266921316165951
0	HG00319	0.00136659155937053
0	HG00320	0.00335070100143061
0	HG00321	0.00250634120171674
0	HG00323	0.0061623748211731
0	HG00324	0.0121224248927039
0	HG00325	0.00509860515021459
0	HG00326	0.00296737839771102
0	HG00327	0.00290326180257511
0	HG00328	0.004114556509299
0	HG00329	0.00156871244635193
0	HG00330	0.00365833333333333
0	HG00331	0.00258743919885551
0	HG00332	0.0015060443490701
0	HG00334	0.00335864091559371
0	HG00335	0.00225603004291845
0	HG00336	0.0032558547925608
0	HG00337	0.00248785765379113
0	HG00338	0.00345015379113019
0	HG00339	0.00344283619456366
0	HG00341	0.00329759298998569
0	HG00342	0.00288128040057225
0	HG00343	0.00310293991416309
0	HG00344	0.00226363018597997
0	HG00345	0.00334634477825465
0	HG00346	0.00579860515021459
0	HG00349	0.000667489270386266
0	HG00350	0
0	HG00351	0.000693526466380544
0	HG00353	0.00394653075822604
0	HG00355	0.000197937768240343
0	HG00356	0.00231463876967096
0	HG00357	0.00327723891273247
0	HG00358	0.00188739628040057
0	HG00359	0.000773494277539342
0	HG00360	0.000741448497854077
0	HG00361	0.00160768240343348
0	HG00362	0.0013379113018598
0	HG00364	0.00161114091559371
0	HG00366	0.00299277539341917
0	HG00367	0.0014672460658083
0	HG00369	0.00182073319027182
0	HG00372	0.00350276108726752
0	HG00373	0.0047722460658083
0	HG00375	0.00219243919885551
0	HG00376	0.00251921316165951
0	HG00377	0.00218760371959943
0	HG00378	0.00316679899856939
0	HG00381	0.00223790772532189
0	HG00382	0.00228218526466381
0	HG00383	0.00295540057224607
0	HG00384	0.00120022532188841
0	HG00403	0.00238551859799714
0	HG00404	0.00180068311874106
0	HG00406	0.00233596566523605
0	HG00407	0.000721269670958512
0	HG00418	0.00130311158798283
0	HG00419	0.00212219957081545
0	HG00421	0.00210718168812589
0	HG00422	0.00208878397711016
0	HG00427	0.00156922389127325
0	HG00428	0.00223978183118741
0	HG00436	0.0011477861230329
0	HG00437	0.00171878397711016
0	HG00442	0.00129766452074392
0	HG00443	0.00392685979971388
0	HG00445	0.000234743204577969
0	HG00446	0.00107213161659514
0	HG00448	0.00128939556509299
0	HG00449	0.00212899856938484
0	HG00451	0.00125114449213162
0	HG00452	0.00121688841201717
0	HG00457	0.000910189556509299
0	HG00458	0.00201158798283262
0	HG00463	0.00278677753934192
0	HG00464	0.00262891630901288
0	HG00472	0.00205287195994278
0	HG00473	0.00591487839771102
0	HG00475	0.00173780758226037
0	HG00476	0.0016264556509299
0	HG00478	0.00102157367668097
0	HG00479	0.00157506080114449
0	HG00500	0.00260921673819742
0	HG00501	0.00168171316165951
0	HG00512	0.000730736766809728
0	HG00513	0.00202731402002861
0	HG00524	0.00122781115879828
0	HG00525	0.0104008583690987
0	HG00530	0.00367195994277539
0	HG00531	0.00139764306151645
0	HG00533	0.00229797925608011
0	HG00534	0.000317365164520744
0	HG00536	0.00263321888412017
0	HG00537	0.00216590128755365
0	HG00542	0.00192941702432046
0	HG00543	0.000796902718168813
0	HG00553	0.00215015379113019
0	HG00554	0.00271568669527897
0	HG00556	0.00307406652360515
0	HG00557	0.00260996423462089
0	HG00559	0.0013959477825465
0	HG00560	0.00261327610872675
0	HG00565	0.00132459585121602
0	HG00566	0.00179972103004292
0	HG00577	0.000478884120171674
0	HG00578	0.0011431974248927
0	HG00580	0.00298978898426323
0	HG00581	0.0024942417739628
0	HG00583	0.00159903075822604
0	HG00584	0.000520429184549356
0	HG00589	0.00237161659513591
0	HG00590	0.00133919885550787
0	HG00592	0.00194998211731044
0	HG00593	0.00135669885550787
0	HG00595	0.00103982117310443
0	HG00596	0.00122379113018598
0	HG00607	0.000963966380543634
0	HG00608	0.00268808297567954
0	HG00610	0.00248036480686695
0	HG00611	0.00286168812589413
0	HG00613	0.00216187410586552
0	HG00614	0.0025645243204578
0	HG00619	0.00691334048640916
0	HG00620	0.00306404864091559
0	HG00625	0.00207969957081545
0	HG00626	0.00136734978540773
0	HG00628	0.00177701359084406
0	HG00629	0.0038065808297568
0	HG00634	0.00209900929899857
0	HG00635	0.0017337982832618
0	HG00637	0.00213631974248927
0	HG00638	0.00187891630901288
0	HG00640	0.00129659155937053
0	HG00641	0.00278054363376252
0	HG00650	0.00232390915593705
0	HG00651	0.00277038268955651
